level_id,session_date,year,side,entry_time,exit_time,entry_price,exit_price,level,anchor,cap,exit_reason,pnl,gap_through,source
267_lower,2019-01-17,2019,lower,2019-01-17 03:16:00-05:00,2019-01-17 08:30:00-05:00,6615.187968301361,6657.937968301361,6615.187968301361,19.0,28.5,TP,42.75,False,validation
267_upper,2019-01-18,2019,upper,2019-01-18 09:28:00-05:00,2019-01-18 09:40:00-05:00,6785.562031698639,6756.874531698639,6785.562031698639,12.75,19.125,TP,28.6875,False,validation
274_lower,2019-01-28,2019,lower,2019-01-28 09:33:00-05:00,2019-01-28 09:50:00-05:00,6680.472121266195,6661.347121266195,6680.472121266195,12.75,19.125,SL,-19.125,False,validation
282_lower,2019-02-07,2019,lower,2019-02-07 09:30:00-05:00,2019-02-07 10:20:00-05:00,6927.889636332791,6927.889636332791,6927.889636332791,15.5,23.25,BE,0.0,False,validation
286_upper,2019-02-13,2019,upper,2019-02-12 19:12:00-05:00,2019-02-12 20:01:00-05:00,7043.27827199871,7043.27827199871,7043.27827199871,13.5,20.25,BE,-0.0,False,validation
281_upper,2019-02-13,2019,upper,2019-02-13 01:18:00-05:00,2019-02-13 04:26:00-05:00,7058.524825242923,7039.962325242923,7058.524825242923,8.25,12.375,TP,18.5625,False,validation
287_lower,2019-02-14,2019,lower,2019-02-14 09:31:00-05:00,2019-02-14 15:00:00-05:00,6981.265999128756,7036.0,6981.265999128756,58.0,87.0,cutoff,54.73400087124446,False,validation
288_upper,2019-02-15,2019,upper,2019-02-15 09:28:00-05:00,2019-02-15 10:41:00-05:00,7071.945814887033,7071.945814887033,7071.945814887033,27.5,41.25,BE,-0.0,False,validation
290_upper,2019-02-21,2019,upper,2019-02-20 22:40:00-05:00,2019-02-21 09:35:00-05:00,7110.376430518732,7045.126430518732,7110.376430518732,29.0,43.5,TP,65.25,False,validation
290_lower,2019-02-21,2019,lower,2019-02-21 09:45:00-05:00,2019-02-21 15:00:00-05:00,7026.498569481268,7023.5,7026.498569481268,20.75,31.125,cutoff,-2.998569481267623,False,validation
292_upper,2019-02-25,2019,upper,2019-02-25 06:24:00-05:00,2019-02-25 07:54:00-05:00,7137.312499692195,7137.312499692195,7137.312499692195,10.75,16.125,BE,-0.0,False,validation
289_upper,2019-02-25,2019,upper,2019-02-25 08:47:00-05:00,2019-02-25 09:35:00-05:00,7144.790488080103,7157.165488080103,7144.790488080103,8.25,12.375,SL,-12.375,False,validation
295_lower,2019-02-26,2019,lower,2019-02-25 20:28:00-05:00,2019-02-25 21:27:00-05:00,7101.039941058964,7083.414941058964,7101.039941058964,11.75,17.625,SL,-17.625,False,validation
302_lower,2019-03-07,2019,lower,2019-03-06 19:05:00-05:00,2019-03-06 19:56:00-05:00,7097.747854027111,7097.747854027111,7097.747854027111,12.5,18.75,BE,0.0,False,validation
301_lower,2019-03-07,2019,lower,2019-03-07 02:04:00-05:00,2019-03-07 07:15:00-05:00,7088.702796625807,7099.952796625807,7088.702796625807,5.0,7.5,TP,11.25,False,validation
296_lower,2019-03-07,2019,lower,2019-03-07 09:52:00-05:00,2019-03-07 14:53:00-05:00,7038.961093836613,7007.086093836613,7038.961093836613,21.25,31.875,SL,-31.875,False,validation
289_lower,2019-03-08,2019,lower,2019-03-08 08:30:00-05:00,2019-03-08 09:00:00-05:00,6998.584511919897,6980.959511919897,6998.584511919897,11.75,17.625,SL,-17.625,False,validation
306_upper,2019-03-13,2019,upper,2019-03-13 08:00:00-04:00,2019-03-13 09:12:00-04:00,7262.804382013026,7262.804382013026,7262.804382013026,15.5,23.25,BE,-0.0,False,validation
308_upper,2019-03-15,2019,upper,2019-03-15 09:56:00-04:00,2019-03-15 11:16:00-04:00,7332.254555376385,7332.254555376385,7332.254555376385,17.5,26.25,BE,-0.0,False,validation
309_upper,2019-03-18,2019,upper,2019-03-18 09:58:00-04:00,2019-03-18 11:25:00-04:00,7364.223578148492,7339.473578148492,7364.223578148492,11.0,16.5,TP,24.75,False,validation
311_lower,2019-03-25,2019,lower,2019-03-24 20:24:00-04:00,2019-03-24 20:37:00-04:00,7337.82254636648,7322.82254636648,7337.82254636648,10.0,15.0,SL,-15.0,False,validation
315_upper,2019-03-26,2019,upper,2019-03-26 09:57:00-04:00,2019-03-26 11:47:00-04:00,7433.512851730817,7397.512851730817,7433.512851730817,16.0,24.0,TP,36.0,False,validation
317_upper,2019-04-01,2019,upper,2019-03-31 19:05:00-04:00,2019-03-31 19:53:00-04:00,7455.804037375222,7455.804037375222,7455.804037375222,26.0,39.0,BE,-0.0,False,validation
321_upper,2019-04-03,2019,upper,2019-04-02 21:45:00-04:00,2019-04-03 15:00:00-04:00,7556.688231456711,7564.5,7556.688231456711,41.5,62.25,cutoff,-7.811768543288963,False,validation
326_upper,2019-04-11,2019,upper,2019-04-10 19:42:00-04:00,2019-04-10 21:31:00-04:00,7658.04600710988,7658.04600710988,7658.04600710988,6.75,10.125,BE,-0.0,False,validation
328_upper,2019-04-17,2019,upper,2019-04-16 21:59:00-04:00,2019-04-17 05:35:00-04:00,7699.333072790703,7699.333072790703,7699.333072790703,16.25,24.375,BE,-0.0,False,validation
330_upper,2019-04-17,2019,upper,2019-04-17 08:03:00-04:00,2019-04-17 08:46:00-04:00,7708.943373859822,7722.068373859822,7708.943373859822,8.75,13.125,SL,-13.125,False,validation
331_upper,2019-04-17,2019,upper,2019-04-17 09:23:00-04:00,2019-04-17 10:00:00-04:00,7730.394273932708,7691.581773932708,7730.394273932708,17.25,25.875,TP,38.8125,False,validation
333_upper,2019-04-23,2019,upper,2019-04-23 09:44:00-04:00,2019-04-23 10:03:00-04:00,7772.171559230863,7786.421559230863,7772.171559230863,9.5,14.25,SL,-14.25,False,validation
336_lower,2019-04-26,2019,lower,2019-04-26 09:43:00-04:00,2019-04-26 15:00:00-04:00,7773.931429214922,7822.75,7773.931429214922,38.5,57.75,cutoff,48.81857078507801,False,validation
339_lower,2019-04-30,2019,lower,2019-04-29 21:00:00-04:00,2019-04-30 08:00:00-04:00,7787.768622292595,7809.706122292595,7787.768622292595,9.75,14.625,TP,21.9375,False,validation
328_lower,2019-05-09,2019,lower,2019-05-09 02:52:00-04:00,2019-05-09 09:04:00-04:00,7578.916927209297,7544.791927209297,7578.916927209297,22.75,34.125,SL,-34.125,False,validation
346_lower,2019-05-09,2019,lower,2019-05-09 09:43:00-04:00,2019-05-09 10:26:00-04:00,7531.209619502675,7485.084619502675,7531.209619502675,30.75,46.125,SL,-46.125,False,validation
347_upper,2019-05-10,2019,upper,2019-05-09 20:24:00-04:00,2019-05-09 22:58:00-04:00,7651.573096473161,7588.010596473161,7651.573096473161,28.25,42.375,TP,63.5625,False,validation
347_lower,2019-05-13,2019,lower,2019-05-13 08:14:00-04:00,2019-05-13 10:01:00-04:00,7422.426903526839,7369.551903526839,7422.426903526839,35.25,52.875,SL,-52.875,False,validation
353_lower,2019-05-20,2019,lower,2019-05-20 06:14:00-04:00,2019-05-20 07:09:00-04:00,7446.417643630048,7416.417643630048,7446.417643630048,20.0,30.0,SL,-30.0,False,validation
355_lower,2019-05-23,2019,lower,2019-05-23 02:07:00-04:00,2019-05-23 03:13:00-04:00,7371.647120555797,7351.022120555797,7371.647120555797,13.75,20.625,SL,-20.625,False,validation
354_lower,2019-05-23,2019,lower,2019-05-23 09:45:00-04:00,2019-05-23 11:11:00-04:00,7312.929449834561,7312.929449834561,7312.929449834561,25.5,38.25,BE,0.0,False,validation
359_upper,2019-05-28,2019,upper,2019-05-28 09:39:00-04:00,2019-05-28 14:48:00-04:00,7364.662584484247,7311.787584484247,7364.662584484247,23.5,35.25,TP,52.875,False,validation
358_lower,2019-05-29,2019,lower,2019-05-28 20:09:00-04:00,2019-05-28 20:33:00-04:00,7278.526693405793,7257.526693405793,7278.526693405793,14.0,21.0,SL,-21.0,False,validation
362_lower,2019-05-31,2019,lower,2019-05-31 03:05:00-04:00,2019-05-31 03:53:00-04:00,7176.495656589786,7152.870656589786,7176.495656589786,15.75,23.625,SL,-23.625,False,validation
364_upper,2019-06-05,2019,upper,2019-06-05 05:27:00-04:00,2019-06-05 06:14:00-04:00,7224.946166549782,7244.821166549782,7224.946166549782,13.25,19.875,SL,-19.875,False,validation
367_upper,2019-06-07,2019,upper,2019-06-07 04:08:00-04:00,2019-06-07 08:50:00-04:00,7306.2149127648445,7329.0899127648445,7306.2149127648445,15.25,22.875,SL,-22.875,False,validation
354_upper,2019-06-10,2019,upper,2019-06-10 09:33:00-04:00,2019-06-10 09:41:00-04:00,7490.945550165439,7514.195550165439,7490.945550165439,15.5,23.25,SL,-23.25,False,validation
356_upper,2019-06-10,2019,upper,2019-06-10 09:42:00-04:00,2019-06-10 10:17:00-04:00,7514.957749626323,7538.207749626323,7514.957749626323,15.5,23.25,SL,-23.25,False,validation
369_upper,2019-06-11,2019,upper,2019-06-11 08:35:00-04:00,2019-06-11 09:32:00-04:00,7584.364849485702,7600.489849485702,7584.364849485702,10.75,16.125,SL,-16.125,False,validation
373_upper,2019-06-17,2019,upper,2019-06-17 09:53:00-04:00,2019-06-17 15:00:00-04:00,7560.9113085016415,7558.5,7560.9113085016415,17.25,25.875,cutoff,2.4113085016415425,False,validation
372_upper,2019-06-18,2019,upper,2019-06-18 04:18:00-04:00,2019-06-18 06:46:00-04:00,7584.937138920871,7623.562138920871,7584.937138920871,25.75,38.625,SL,-38.625,False,validation
370_upper,2019-06-18,2019,upper,2019-06-18 09:40:00-04:00,2019-06-18 09:42:00-04:00,7662.43816592718,7682.68816592718,7662.43816592718,13.5,20.25,SL,-20.25,False,validation
376_upper,2019-06-20,2019,upper,2019-06-19 21:09:00-04:00,2019-06-19 21:55:00-04:00,7748.238854969065,7748.238854969065,7748.238854969065,15.0,22.5,BE,-0.0,False,validation
375_upper,2019-06-20,2019,upper,2019-06-19 23:49:00-04:00,2019-06-20 02:26:00-04:00,7765.55530926014,7765.55530926014,7765.55530926014,16.5,24.75,BE,-0.0,False,validation
379_upper,2019-07-01,2019,upper,2019-07-01 03:03:00-04:00,2019-07-01 06:15:00-04:00,7829.290057770993,7829.290057770993,7829.290057770993,13.75,20.625,BE,-0.0,False,validation
385_upper,2019-07-03,2019,upper,2019-07-03 03:15:00-04:00,2019-07-03 03:34:00-04:00,7845.729041524407,7856.604041524407,7845.729041524407,7.25,10.875,SL,-10.875,False,validation
377_upper,2019-07-03,2019,upper,2019-07-03 04:55:00-04:00,2019-07-03 13:14:00-04:00,7864.7414727131645,7888.25,7864.7414727131645,24.75,37.125,cutoff,-23.508527286835488,False,validation
387_lower,2019-07-05,2019,lower,2019-07-05 08:30:00-04:00,2019-07-05 08:42:00-04:00,7857.780845939943,7841.655845939943,7857.780845939943,10.75,16.125,SL,-16.125,False,validation
386_lower,2019-07-08,2019,lower,2019-07-08 09:37:00-04:00,2019-07-08 10:30:00-04:00,7791.326459544721,7791.326459544721,7791.326459544721,9.25,13.875,BE,0.0,False,validation
388_lower,2019-07-09,2019,lower,2019-07-08 23:23:00-04:00,2019-07-09 03:50:00-04:00,7762.717990386845,7744.717990386845,7762.717990386845,12.0,18.0,SL,-18.0,False,validation
389_upper,2019-07-10,2019,upper,2019-07-10 08:33:00-04:00,2019-07-10 08:36:00-04:00,7873.192209136437,7889.317209136437,7873.192209136437,10.75,16.125,SL,-16.125,False,validation
384_upper,2019-07-10,2019,upper,2019-07-10 09:32:00-04:00,2019-07-10 15:00:00-04:00,7913.106717944328,7916.5,7913.106717944328,84.75,127.125,cutoff,-3.393282055671989,False,validation
392_upper,2019-07-16,2019,upper,2019-07-15 19:54:00-04:00,2019-07-15 20:41:00-04:00,7994.358280096334,7994.358280096334,7994.358280096334,5.25,7.875,BE,-0.0,False,validation
399_upper,2019-07-23,2019,upper,2019-07-23 08:08:00-04:00,2019-07-23 09:46:00-04:00,7959.990078487765,7936.927578487765,7959.990078487765,10.25,15.375,TP,23.0625,False,validation
403_lower,2019-07-30,2019,lower,2019-07-30 07:31:00-04:00,2019-07-30 08:35:00-04:00,7941.555932796677,7941.555932796677,7941.555932796677,13.75,20.625,BE,0.0,False,validation
389_lower,2019-08-02,2019,lower,2019-08-02 03:50:00-04:00,2019-08-02 04:53:00-04:00,7742.182790863563,7742.182790863563,7742.182790863563,17.75,26.625,BE,0.0,False,validation
408_lower,2019-08-05,2019,lower,2019-08-04 21:35:00-04:00,2019-08-04 22:17:00-04:00,7636.544656962058,7606.919656962058,7636.544656962058,19.75,29.625,SL,-29.625,False,validation
411_upper,2019-08-08,2019,upper,2019-08-07 21:24:00-04:00,2019-08-08 09:05:00-04:00,7582.281783028347,7612.281783028347,7582.281783028347,20.0,30.0,SL,-30.0,False,validation
414_lower,2019-08-13,2019,lower,2019-08-13 05:30:00-04:00,2019-08-13 06:17:00-04:00,7521.640114106753,7521.640114106753,7521.640114106753,27.25,40.875,BE,0.0,False,validation
414_upper,2019-08-13,2019,upper,2019-08-13 09:46:00-04:00,2019-08-13 09:48:00-04:00,7694.484885893247,7732.734885893247,7694.484885893247,25.5,38.25,SL,-38.25,False,validation
418_upper,2019-08-19,2019,upper,2019-08-19 01:18:00-04:00,2019-08-19 02:05:00-04:00,7664.75497912878,7664.75497912878,7664.75497912878,7.5,11.25,BE,-0.0,False,validation
416_upper,2019-08-19,2019,upper,2019-08-19 03:03:00-04:00,2019-08-19 06:56:00-04:00,7698.231790929952,7698.231790929952,7698.231790929952,29.5,44.25,BE,-0.0,False,validation
422_lower,2019-08-23,2019,lower,2019-08-23 08:25:00-04:00,2019-08-23 09:48:00-04:00,7648.5269320504385,7648.5269320504385,7648.5269320504385,17.5,26.25,BE,0.0,False,validation
419_lower,2019-08-23,2019,lower,2019-08-23 09:50:00-04:00,2019-08-23 11:02:00-04:00,7631.648645621291,7631.648645621291,7631.648645621291,101.5,152.25,BE,0.0,False,validation
424_upper,2019-08-27,2019,upper,2019-08-27 09:06:00-04:00,2019-08-27 11:20:00-04:00,7642.508695258361,7563.758695258361,7642.508695258361,35.0,52.5,TP,78.75,False,validation
426_upper,2019-08-29,2019,upper,2019-08-29 03:13:00-04:00,2019-08-29 03:14:00-04:00,7646.212089161028,7662.337089161028,7646.212089161028,10.75,16.125,SL,-16.125,False,validation
425_upper,2019-08-29,2019,upper,2019-08-29 09:33:00-04:00,2019-08-29 10:37:00-04:00,7713.9752591962115,7684.7252591962115,7713.9752591962115,13.0,19.5,TP,29.25,False,validation
423_upper,2019-08-30,2019,upper,2019-08-30 05:30:00-04:00,2019-08-30 06:18:00-04:00,7762.221632104627,7762.221632104627,7762.221632104627,22.75,34.125,BE,-0.0,False,validation
429_upper,2019-09-05,2019,upper,2019-09-04 20:04:00-04:00,2019-09-04 20:09:00-04:00,7734.292320353883,7744.792320353883,7734.292320353883,7.0,10.5,SL,-10.5,False,validation
430_upper,2019-09-05,2019,upper,2019-09-04 21:02:00-04:00,2019-09-04 21:31:00-04:00,7749.207958554301,7790.082958554301,7749.207958554301,27.25,40.875,SL,-40.875,False,validation
413_upper,2019-09-05,2019,upper,2019-09-04 21:37:00-04:00,2019-09-04 22:10:00-04:00,7793.271226938899,7834.146226938899,7793.271226938899,27.25,40.875,SL,-40.875,False,validation
422_upper,2019-09-05,2019,upper,2019-09-05 09:52:00-04:00,2019-09-05 10:15:00-04:00,7843.3480679495615,7867.7230679495615,7843.3480679495615,16.25,24.375,SL,-24.375,False,validation
433_lower,2019-09-10,2019,lower,2019-09-10 03:41:00-04:00,2019-09-10 07:08:00-04:00,7792.904046735641,7826.091546735641,7792.904046735641,14.75,22.125,TP,33.1875,False,validation
436_upper,2019-09-12,2019,upper,2019-09-11 19:22:00-04:00,2019-09-11 19:24:00-04:00,7921.3221564805135,7933.6971564805135,7921.3221564805135,8.25,12.375,SL,-12.375,False,validation
432_upper,2019-09-12,2019,upper,2019-09-11 19:25:00-04:00,2019-09-11 19:26:00-04:00,7938.40261158739,7950.77761158739,7938.40261158739,8.25,12.375,SL,-12.375,False,validation
439_upper,2019-09-19,2019,upper,2019-09-19 09:32:00-04:00,2019-09-19 15:00:00-04:00,7939.129790605412,7930.75,7939.129790605412,39.25,58.875,cutoff,8.379790605412381,False,validation
444_upper,2019-09-24,2019,upper,2019-09-23 19:02:00-04:00,2019-09-23 19:03:00-04:00,7904.190003267094,7885.065003267094,7904.190003267094,8.5,12.75,TP,19.125,False,validation
435_lower,2019-09-25,2019,lower,2019-09-25 04:49:00-04:00,2019-09-25 12:09:00-04:00,7698.761779676393,7767.386779676393,7698.761779676393,30.5,45.75,TP,68.625,False,validation
